,Cluster1,Cluster2,Cluster3,Cluster4
85,(((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake),((((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone) AND (NOT pre:tok:sitting)),((hyp:tok:bus OR hyp:tok:phone) OR hyp:tok:orchestra),(((hyp:tok:name OR pre:tok:pumpkin) AND hyp:tok:boy) OR hyp:tok:sunlight)
86,((hyp:tok:control OR hyp:tok:staircase) AND pre:tok:colorful),(((hyp:tok:clock OR hyp:tok:curly) OR hyp:tok:!) AND pre:tok:and),(hyp:tok:down AND pre:tok:she),(((hyp:tok:hillside OR hyp:tok:squatting) OR hyp:tok:acoustic) OR hyp:tok:obstacle)
87,((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat) OR hyp:tok:bed) OR hyp:tok:couch),((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight),(((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks) AND (NOT hyp:tok:on)),(hyp:tok:man AND pre:tok:includes)
88,(((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables) AND (NOT oth:overlap:overlap50)),(hyp:tok:formal OR hyp:tok:pets),(pre:tok:blanket OR pre:tok:experiment),(((NOT oth:overlap:overlap25) AND (pre:tok:images OR pre:tok:wet)) OR hyp:tok:backwards)
89,((((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty) AND (NOT pre:tok:on)) OR hyp:tok:sandwiches),((((pre:tok:lost OR pre:tok:moon) OR hyp:tok:strike) OR hyp:tok:inline) OR hyp:tok:wheeler),(hyp:tok:eight OR hyp:tok:ring),((((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through)) OR pre:tok:than)
90,((((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and)) OR hyp:tok:dancing),(((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)),((((hyp:tok:eating OR hyp:tok:sleeping) OR hyp:tok:sleeps) OR hyp:tok:couch) OR hyp:tok:asleep),(hyp:tok:inflatable AND hyp:tok:on)
91,(hyp:tok:tall AND pre:tok:and),((NOT pre:tok:and) AND hyp:tok:guitar),((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish),((((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin) OR hyp:tok:tutu)
92,((((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating) OR hyp:tok:bus),((hyp:tok:activity AND pre:tok:with) OR hyp:tok:image),(hyp:tok:swimming OR hyp:tok:woods),((hyp:tok:women AND pre:tok:men) AND pre:tok:two)
93,((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people),(hyp:tok:relax OR hyp:tok:uniformed),(hyp:tok:standing AND pre:tok:sitting),(hyp:tok:standing AND pre:tok:poker)
94,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard),(((NOT pre:tok:man) AND hyp:tok:man) AND (NOT pre:tok:his)),(((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride),(NOT hyp:tok:running)
95,(((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in),((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:sleeping) OR hyp:tok:hair),(hyp:tok:sleeping AND pre:tok:popsicle)
96,(((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on) OR pre:tok:sunset),((NOT pre:tok:and) AND (hyp:tok:woman AND pre:tok:man)),(((((NOT hyp:tok:for) AND oth:overlap:overlap50) OR hyp:tok:has) AND (NOT pre:tok:walking)) OR hyp:tok:shirt),(hyp:tok:park AND oth:overlap:overlap50)
97,(((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one) OR hyp:tok:outside),((hyp:tok:is OR pre:tok:in) OR pre:tok:on),(NOT hyp:tok:ocean),(NOT pre:tok:child)
98,((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry),(((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)),(((NOT oth:overlap:overlap50) AND (hyp:tok:fishing OR pre:tok:decorative)) OR hyp:tok:draped),((((hyp:tok:sits AND pre:tok:walking) OR hyp:tok:maroon) OR hyp:tok:outer) OR pre:tok:boardwalk)
99,(((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow) AND hyp:tok:in),(hyp:tok:singing AND pre:tok:shaving),(hyp:tok:with AND pre:tok:happy),(hyp:tok:standing AND pre:tok:sitting)
100,((((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)) OR pre:tok:works),((hyp:tok:competition AND hyp:tok:surfing) OR pre:tok:pet),((NOT oth:overlap:overlap25) AND hyp:tok:bikes),(hyp:tok:roller AND pre:tok:man)
101,((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)) AND (NOT hyp:tok:outside)),((((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly) OR pre:tok:clock),((((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping)) OR hyp:tok:desk) AND (NOT pre:tok:his))
102,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone),(hyp:tok:diving AND pre:tok:young),(hyp:tok:chases OR pre:tok:traveling),(hyp:tok:other AND pre:tok:benches)
103,(hyp:tok:activity OR hyp:tok:least),((((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are) AND pre:tok:on) OR pre:tok:numbered),((((hyp:tok:mountain OR pre:tok:hiding) OR pre:tok:husky) OR pre:tok:shooting) OR hyp:tok:relaxing),(((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach)
104,((((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing) OR pre:tok:low),(hyp:tok:driving OR hyp:tok:playing),((hyp:tok:blows OR hyp:tok:crossing) OR hyp:tok:jerseys),(((hyp:tok:mural AND pre:tok:with) OR hyp:tok:butterfly) AND (NOT hyp:tok:on))
105,(((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar) AND (NOT oth:overlap:overlap25)),(((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in) OR hyp:tok:traditional),(((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes) AND oth:overlap:overlap50),((hyp:tok:costume AND pre:tok:wizard) OR hyp:tok:year)
106,((((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his) AND (NOT oth:overlap:overlap75)),(((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair),(((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)) AND (NOT hyp:tok:shirt)),(((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near)
107,(hyp:tok:pillow AND pre:tok:black),(hyp:tok:playing AND pre:tok:swimming),(((hyp:tok:vacation AND pre:tok:are) OR pre:tok:museum) AND hyp:tok:at),(hyp:tok:groups OR pre:tok:poker)
108,((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)),(NOT pre:tok:person),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:and)),((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his))
109,(hyp:tok:asleep OR hyp:tok:sitting),((((hyp:tok:driving OR hyp:tok:playing) OR hyp:tok:alone) OR hyp:tok:running) AND (NOT oth:overlap:overlap50)),((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)),(hyp:tok:wearing OR pre:tok:his)
110,(((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops),(hyp:tok:outside OR hyp:tok:park),(((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)),(hyp:tok:kite AND pre:tok:and)
111,(hyp:tok:chasing OR hyp:tok:playing),((((NOT hyp:tok:are) AND oth:overlap:overlap75) OR hyp:tok:no) OR hyp:tok:only),((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean),((((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past) OR hyp:tok:smiling) OR hyp:tok:each)
112,(hyp:tok:snowy OR hyp:tok:yelling),(hyp:tok:books AND pre:tok:playing),((((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep) AND pre:tok:dog) OR hyp:tok:nothing),(NOT pre:tok:wall)
113,((((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying) OR hyp:tok:bedroom),((((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage) OR hyp:tok:tan) OR hyp:tok:pictured),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people),(NOT pre:tok:one)
114,((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv),((((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for)),(((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)) OR hyp:tok:soup),((((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured) OR pre:tok:lost) AND (NOT hyp:tok:men))
115,((((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes) AND (NOT hyp:tok:his)),(((NOT oth:overlap:overlap25) AND (hyp:tok:bath OR hyp:tok:dancing)) AND (NOT hyp:tok:people)),(((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace),((((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing) AND (NOT pre:tok:and))
116,(((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven),(((pre:tok:married OR pre:tok:splashes) AND pre:tok:as) OR hyp:tok:weapons),((((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat) OR hyp:tok:nobody) OR hyp:tok:tv),(((hyp:tok:running AND pre:tok:sitting) OR hyp:tok:kite) OR hyp:tok:pile)
117,(hyp:tok:and OR hyp:tok:skateboarder),(((hyp:tok:through AND pre:tok:motorcyclists) OR pre:tok:act) AND (NOT hyp:tok:on)),((((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like) AND (NOT hyp:tok:to)),((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is))
118,(((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)) OR pre:tok:t),(hyp:tok:casual AND pre:tok:and),((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are),((((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some) AND (NOT pre:tok:child))
119,(hyp:tok:bedroom OR hyp:tok:stuck),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)) OR pre:tok:stage) AND (NOT hyp:tok:there)),(((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle) AND (NOT pre:tok:black)),((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different))
120,(((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home),((((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet) AND pre:tok:and) AND (NOT hyp:tok:people)),(hyp:tok:wearing AND pre:tok:casual),(hyp:tok:black AND pre:tok:helps)
121,((((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee) OR hyp:tok:television) OR pre:tok:kayak),((NOT pre:tok:white) AND hyp:tok:white),(hyp:tok:dogs AND pre:tok:get),((((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef) OR pre:tok:cup)
122,(hyp:tok:jet OR hyp:tok:tea),(((hyp:tok:field OR hyp:tok:running) OR pre:tok:platform) AND (NOT oth:overlap:overlap75)),(hyp:tok:are AND hyp:tok:outside),(hyp:tok:for OR hyp:tok:to)
123,((((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller) OR pre:tok:snowman) AND (NOT oth:overlap:overlap75)),(hyp:tok:clock OR hyp:tok:curly),(hyp:tok:video AND pre:tok:shirt),(((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured) OR pre:tok:lost)
124,(hyp:tok:suburban OR pre:tok:skiing),((((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)) OR hyp:tok:blue),(hyp:tok:for OR hyp:tok:to),((((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade) OR pre:tok:cats) OR hyp:tok:flies)
125,(hyp:tok:nobody OR hyp:tok:not),((((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on) OR hyp:tok:opponent) OR hyp:tok:husky),((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks),((((hyp:tok:championship OR hyp:tok:desert) OR hyp:tok:swing) OR hyp:tok:story) OR hyp:tok:neighborhood)
126,(((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors),(hyp:tok:bed OR hyp:tok:swimming),(((NOT oth:overlap:overlap25) AND (hyp:tok:lane OR hyp:tok:pointed)) AND (NOT pre:tok:with)),(((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:one))
127,((((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport) OR hyp:tok:sings),(oth:overlap:overlap25 OR pre:tok:and),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:there),(((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in))
128,(hyp:tok:couch OR hyp:tok:swimming),(hyp:tok:favorite OR pre:tok:stove),(hyp:tok:activity OR hyp:tok:picture),(((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75)
129,(hyp:tok:tired OR hyp:tok:yellow),(((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)),((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep),(hyp:tok:black AND pre:tok:white)
130,((((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed) OR hyp:tok:bin) AND oth:overlap:overlap25),((hyp:tok:men AND pre:tok:women) OR hyp:tok:brushes),(((hyp:tok:friends OR hyp:tok:tall) OR hyp:tok:trying) OR hyp:tok:marathon),(((((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:football) OR pre:tok:concrete)
131,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)),(((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue),((((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace) AND (NOT hyp:tok:people)),(hyp:tok:cleaning AND pre:tok:mall)
132,((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry),(((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage) OR hyp:tok:tan),(((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)) AND (NOT pre:tok:men)),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man) AND (NOT hyp:tok:and)) AND (NOT pre:tok:front))
133,(hyp:tok:people AND pre:tok:european),((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)),(hyp:tok:kitchen AND pre:tok:asian),(NOT hyp:tok:and)
134,(hyp:tok:robe AND hyp:tok:white),((((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) OR hyp:tok:appears) OR hyp:tok:subway),((hyp:tok:pitcher OR pre:tok:cup) OR hyp:tok:wineglass),((((hyp:tok:song OR pre:tok:drums) AND pre:tok:is) OR hyp:tok:guitars) OR pre:tok:husband)
135,(((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person) OR pre:tok:stand),(((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience) AND hyp:tok:sitting),(hyp:tok:video OR pre:tok:chess),((((hyp:tok:ladies OR hyp:tok:surfboard) AND oth:overlap:overlap25) OR pre:tok:injured) OR pre:tok:lost)
136,(((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather),(((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)),((((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)) OR hyp:tok:eating) AND (NOT pre:tok:sitting)),((((hyp:tok:driving OR hyp:tok:swimming) OR hyp:tok:rides) OR hyp:tok:piano) OR hyp:tok:diving)
137,((((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman) OR pre:tok:lemons) AND pre:tok:woman),(((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack) AND (NOT pre:tok:to)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:while) OR hyp:tok:selling) OR hyp:tok:tall),((((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats) OR hyp:tok:cat)
138,(((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked),(((NOT pre:tok:on) AND (hyp:tok:on OR hyp:tok:playing)) OR pre:tok:street),(NOT hyp:tok:and),(hyp:tok:football AND pre:tok:league)
139,((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood),(hyp:tok:home AND pre:tok:beach),((((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you) AND (NOT hyp:tok:in)),((((hyp:tok:costume AND pre:tok:wizard) OR hyp:tok:year) AND (NOT pre:tok:in)) AND (NOT hyp:tok:to))
140,(hyp:tok:in OR hyp:tok:wearing),(((hyp:tok:at OR hyp:tok:to) OR hyp:tok:for) OR hyp:tok:his),((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy),((((hyp:tok:mural AND pre:tok:with) OR hyp:tok:butterfly) AND (NOT hyp:tok:on)) AND (NOT pre:tok:glasses))
141,((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed),(NOT pre:tok:from),((((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride) AND (NOT pre:tok:man)),((((NOT oth:overlap:overlap25) AND (pre:tok:images OR pre:tok:wet)) OR hyp:tok:backwards) AND (NOT pre:tok:in))
142,((((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks) OR pre:tok:grocery),(hyp:tok:some AND hyp:tok:this),(hyp:tok:bottles OR pre:tok:heading),((((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach) OR pre:tok:daughters)
143,((NOT pre:tok:his) AND oth:overlap:overlap75),((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is),((hyp:tok:brown OR hyp:tok:sad) AND oth:overlap:overlap75),(((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals)
144,(((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)),(((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare),(hyp:tok:clothing OR pre:tok:garage),((((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals) OR pre:tok:pulled)
145,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)),((((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though) OR pre:tok:homeless) OR hyp:tok:groups),(((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling),(hyp:tok:cat AND pre:tok:dog)
146,(hyp:tok:years OR pre:tok:nap),(((hyp:tok:rink AND pre:tok:to) OR hyp:tok:instructor) AND pre:tok:large),((((hyp:tok:hate OR hyp:tok:skateboarding) OR pre:tok:heels) AND (NOT pre:tok:on)) AND oth:overlap:overlap25),((((hyp:tok:people AND hyp:tok:sitting) OR hyp:tok:chair) AND (NOT oth:overlap:overlap50)) OR pre:tok:liquid)
147,((((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft) OR pre:tok:chat),((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)),((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet),((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50))
148,(hyp:tok:is OR pre:tok:wearing),((NOT hyp:tok:on) AND (hyp:tok:human OR hyp:tok:man)),(hyp:tok:running OR hyp:tok:sleeping),((hyp:tok:ladies OR hyp:tok:surfboard) AND oth:overlap:overlap25)
149,(((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)) AND (NOT pre:tok:and)),((hyp:tok:dogs AND pre:tok:get) OR pre:tok:bicyclists),((NOT pre:tok:girl) AND (hyp:tok:girl AND pre:tok:boy))
150,(((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft),(((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded) OR pre:tok:heading),(((hyp:tok:dish OR pre:tok:pumpkin) OR hyp:tok:yarn) OR hyp:tok:12),((((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his)) OR hyp:tok:inside) OR hyp:tok:indoors)
151,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria),(NOT pre:tok:child),(hyp:tok:stroll OR hyp:tok:tan),(hyp:tok:some OR oth:overlap:overlap50)
152,((((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving) AND (NOT pre:tok:and)),(hyp:tok:standing AND pre:tok:sitting),(((hyp:tok:chasing OR hyp:tok:running) OR hyp:tok:diving) AND (NOT oth:overlap:overlap50)),((NOT pre:tok:are) AND hyp:tok:nobody)
153,((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night),((((NOT oth:overlap:overlap25) AND (hyp:tok:river OR pre:tok:gives)) OR hyp:tok:rollerblading) OR hyp:tok:fake),((((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course) OR hyp:tok:buildings) AND (NOT hyp:tok:are)),(((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside))
154,(((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles) AND pre:tok:on),((((NOT pre:tok:is) AND (pre:tok:city OR pre:tok:sitting)) OR pre:tok:clothes) AND (NOT oth:overlap:overlap50)),((((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch) OR hyp:tok:suspended) AND (NOT pre:tok:in)),(hyp:tok:drives AND pre:tok:is)
155,(((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty) AND (NOT pre:tok:on)),(((NOT pre:tok:on) AND (hyp:tok:old AND pre:tok:front)) AND pre:tok:and),((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)),((((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are) AND (NOT pre:tok:people)) OR hyp:tok:numbers)
156,(hyp:tok:running OR hyp:tok:soccer),((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating),((((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks) AND (NOT hyp:tok:on)) AND (NOT pre:tok:his)),(((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing) AND (NOT oth:overlap:overlap50))
157,(hyp:tok:men AND hyp:tok:team),(((pre:tok:creating OR pre:tok:moon) OR hyp:tok:poor) OR hyp:tok:guitars),(hyp:tok:mask AND pre:tok:and),(hyp:tok:tall OR pre:tok:few)
158,(hyp:tok:appears OR hyp:tok:sad),((((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)) AND (NOT hyp:tok:up)),((((oth:overlap:overlap75 OR pre:tok:suit) AND pre:tok:in) OR pre:tok:dirt) AND (NOT hyp:tok:his)),(NOT pre:tok:dog)
159,((((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl) AND (NOT pre:tok:at)) OR pre:tok:suit),(NOT hyp:tok:ocean),(NOT pre:tok:dog),(hyp:tok:are AND hyp:tok:chinese)
160,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game),((((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not) OR hyp:tok:no) AND (NOT hyp:tok:girl)),(NOT pre:tok:black),(((hyp:tok:basketball OR pre:tok:runner) OR hyp:tok:brushing) AND (NOT pre:tok:basketball))
161,(hyp:tok:old AND pre:tok:white),((((NOT oth:overlap:overlap25) AND (hyp:tok:bath OR hyp:tok:dancing)) AND (NOT hyp:tok:people)) OR hyp:tok:rollerblading),((NOT hyp:tok:in) AND hyp:tok:sleeping),(hyp:tok:outside OR hyp:tok:people)
162,((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors),(hyp:tok:is OR pre:tok:are),((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool)
163,(hyp:tok:with AND pre:tok:couple),(hyp:tok:older AND pre:tok:holding),((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)),(NOT pre:tok:front)
164,((((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people)) OR hyp:tok:getting),(hyp:tok:touching OR hyp:tok:wet),((hyp:tok:at AND hyp:tok:home) OR hyp:tok:bed),(hyp:tok:girl AND pre:tok:cool)
165,(hyp:tok:to OR oth:overlap:overlap50),(hyp:tok:sitting AND pre:tok:sitting),(((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep) AND pre:tok:dog),((((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75) OR hyp:tok:world)
166,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe),((((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running) OR hyp:tok:beach) AND (NOT oth:overlap:overlap75)),((NOT oth:overlap:overlap25) AND (hyp:tok:half OR pre:tok:rooftop)),((((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are)) OR hyp:tok:slam)
167,(hyp:tok:driving OR hyp:tok:field),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:in)),(hyp:tok:crane AND hyp:tok:walking),(((((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in)) OR hyp:tok:grassy) AND (NOT hyp:tok:on))
