,Cluster1,Cluster2,Cluster3,Cluster4
85,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25),(hyp:tok:formal OR hyp:tok:pets),((hyp:tok:bus OR hyp:tok:phone) OR hyp:tok:orchestra),(((hyp:tok:hillside OR hyp:tok:squatting) OR hyp:tok:acoustic) OR hyp:tok:obstacle)
86,(((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake),((((pre:tok:lost OR pre:tok:moon) OR hyp:tok:strike) OR hyp:tok:inline) OR hyp:tok:wheeler),(hyp:tok:down AND pre:tok:she),(hyp:tok:man AND pre:tok:includes)
87,((hyp:tok:control OR hyp:tok:staircase) AND pre:tok:colorful),(((hyp:tok:brother OR pre:tok:tee) OR hyp:tok:bikini) AND (NOT pre:tok:and)),(((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks) AND (NOT hyp:tok:on)),(((NOT oth:overlap:overlap25) AND (pre:tok:images OR pre:tok:wet)) OR hyp:tok:backwards)
88,((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat) OR hyp:tok:bed) OR hyp:tok:couch),((NOT pre:tok:and) AND hyp:tok:guitar),(pre:tok:blanket OR pre:tok:experiment),((((hyp:tok:sleeping AND pre:tok:dog) OR pre:tok:sunlight) AND (NOT pre:tok:through)) OR pre:tok:than)
89,(((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables) AND (NOT oth:overlap:overlap50)),((hyp:tok:activity AND pre:tok:with) OR hyp:tok:image),(hyp:tok:eight OR hyp:tok:ring),(hyp:tok:inflatable AND hyp:tok:on)
90,((((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty) AND (NOT pre:tok:on)) OR hyp:tok:sandwiches),(hyp:tok:relax OR hyp:tok:uniformed),((((hyp:tok:eating OR hyp:tok:sleeping) OR hyp:tok:sleeps) OR hyp:tok:couch) OR hyp:tok:asleep),((((hyp:tok:buddhist OR pre:tok:yarn) OR hyp:tok:hoops) OR pre:tok:pumpkin) OR hyp:tok:tutu)
91,((((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and)) OR hyp:tok:dancing),(((NOT pre:tok:man) AND hyp:tok:man) AND (NOT pre:tok:his)),((hyp:tok:backpacks OR hyp:tok:happy) OR hyp:tok:dish),((hyp:tok:women AND pre:tok:men) AND pre:tok:two)
92,(hyp:tok:tall AND pre:tok:and),((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet),(hyp:tok:swimming OR hyp:tok:woods),(hyp:tok:standing AND pre:tok:poker)
93,((((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating) OR hyp:tok:bus),((NOT pre:tok:and) AND (hyp:tok:woman AND pre:tok:man)),(hyp:tok:standing AND pre:tok:sitting),(hyp:tok:sleeping AND pre:tok:popsicle)
94,((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people),((hyp:tok:is OR pre:tok:in) OR pre:tok:on),(((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride),(hyp:tok:park AND oth:overlap:overlap50)
95,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard),(((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:sleeping) OR hyp:tok:hair),(NOT pre:tok:child)
96,(((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in),(hyp:tok:singing AND pre:tok:shaving),(NOT pre:tok:sitting),((((hyp:tok:sits AND pre:tok:walking) OR hyp:tok:maroon) OR hyp:tok:outer) OR pre:tok:boardwalk)
97,(((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on) OR pre:tok:sunset),((hyp:tok:competition AND hyp:tok:surfing) OR pre:tok:pet),(((((NOT hyp:tok:for) AND oth:overlap:overlap50) OR hyp:tok:has) AND (NOT pre:tok:walking)) OR hyp:tok:shirt),(hyp:tok:standing AND pre:tok:sitting)
98,(((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one) OR hyp:tok:outside),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)) AND (NOT hyp:tok:outside)),(NOT hyp:tok:ocean),(hyp:tok:roller AND pre:tok:man)
99,((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry),(hyp:tok:diving AND pre:tok:young),(((NOT oth:overlap:overlap50) AND (hyp:tok:fishing OR pre:tok:decorative)) OR hyp:tok:draped),((((NOT pre:tok:man) AND (hyp:tok:asleep OR hyp:tok:sleeping)) OR hyp:tok:desk) AND (NOT pre:tok:his))
100,(((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow) AND hyp:tok:in),((((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are) AND pre:tok:on) OR pre:tok:numbered),(hyp:tok:with AND pre:tok:happy),(NOT pre:tok:sitting)
101,((((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)) OR pre:tok:works),(hyp:tok:driving OR hyp:tok:playing),((NOT oth:overlap:overlap25) AND hyp:tok:bikes),(hyp:tok:other AND pre:tok:benches)
102,((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)),(((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in) OR hyp:tok:traditional),((((hyp:tok:swimming AND pre:tok:holding) OR hyp:tok:outer) OR pre:tok:fly) OR pre:tok:clock),(((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach)
103,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone),(((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair),(hyp:tok:chases OR pre:tok:traveling),(((hyp:tok:mural AND pre:tok:with) OR hyp:tok:butterfly) AND (NOT hyp:tok:on))
104,(hyp:tok:activity OR hyp:tok:least),(hyp:tok:playing AND pre:tok:swimming),((((hyp:tok:mountain OR pre:tok:hiding) OR pre:tok:husky) OR pre:tok:shooting) OR hyp:tok:relaxing),((hyp:tok:costume AND pre:tok:wizard) OR hyp:tok:year)
105,((((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap) OR pre:tok:surfing) OR pre:tok:low),(NOT pre:tok:person),((hyp:tok:blows OR hyp:tok:crossing) OR hyp:tok:jerseys),(((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near)
106,(((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar) AND (NOT oth:overlap:overlap25)),((((hyp:tok:driving OR hyp:tok:playing) OR hyp:tok:alone) OR hyp:tok:running) AND (NOT oth:overlap:overlap50)),(((hyp:tok:beach AND pre:tok:walking) OR pre:tok:cigarettes) AND oth:overlap:overlap50),(hyp:tok:groups OR pre:tok:poker)
107,((((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his) AND (NOT oth:overlap:overlap75)),(hyp:tok:outside OR hyp:tok:park),(((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)) AND (NOT hyp:tok:shirt)),((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his))
108,(hyp:tok:pillow AND pre:tok:black),((((NOT hyp:tok:are) AND oth:overlap:overlap75) OR hyp:tok:no) OR hyp:tok:only),(((hyp:tok:vacation AND pre:tok:are) OR pre:tok:museum) AND hyp:tok:at),(hyp:tok:wearing OR pre:tok:his)
109,((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)),(hyp:tok:books AND pre:tok:playing),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:and)),(hyp:tok:kite AND pre:tok:and)
110,(hyp:tok:asleep OR hyp:tok:sitting),((((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage) OR hyp:tok:tan) OR hyp:tok:pictured),((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)),((((hyp:tok:near OR oth:overlap:overlap75) OR hyp:tok:past) OR hyp:tok:smiling) OR hyp:tok:each)
111,(((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops),((((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after) AND (NOT pre:tok:for)),(((hyp:tok:at OR hyp:tok:playing) OR pre:tok:camera) AND (NOT oth:overlap:overlap75)),(NOT pre:tok:wall)
112,(hyp:tok:chasing OR hyp:tok:playing),(((NOT oth:overlap:overlap25) AND (hyp:tok:bath OR hyp:tok:dancing)) AND (NOT hyp:tok:people)),((hyp:tok:men AND pre:tok:sandals) OR hyp:tok:jean),((((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured) OR pre:tok:lost) AND (NOT hyp:tok:men))
113,(hyp:tok:snowy OR hyp:tok:yelling),(((pre:tok:married OR pre:tok:splashes) AND pre:tok:as) OR hyp:tok:weapons),((((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep) AND pre:tok:dog) OR hyp:tok:nothing),((((hyp:tok:coat AND pre:tok:on) OR hyp:tok:belt) OR hyp:tok:addressing) AND (NOT pre:tok:and))
114,((((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep) OR hyp:tok:laying) OR hyp:tok:bedroom),(((hyp:tok:through AND pre:tok:motorcyclists) OR pre:tok:act) AND (NOT hyp:tok:on)),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:people),(NOT pre:tok:his)
115,((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv),(hyp:tok:casual AND pre:tok:and),(((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)) OR hyp:tok:soup),(((hyp:tok:running AND pre:tok:sitting) OR hyp:tok:kite) OR hyp:tok:pile)
116,((((NOT oth:overlap:overlap25) AND (hyp:tok:dry OR pre:tok:least)) OR hyp:tok:brushes) AND (NOT hyp:tok:his)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)) OR pre:tok:stage) AND (NOT hyp:tok:there)),(((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace),((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is))
117,(((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven),((((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet) AND pre:tok:and) AND (NOT hyp:tok:people)),((((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat) OR hyp:tok:nobody) OR hyp:tok:tv),((((hyp:tok:outside OR oth:overlap:overlap50) OR pre:tok:football) OR hyp:tok:some) AND (NOT pre:tok:child))
118,(hyp:tok:and OR hyp:tok:skateboarder),((NOT pre:tok:white) AND hyp:tok:white),((((NOT hyp:tok:his) AND (oth:overlap:overlap75 OR pre:tok:making)) OR pre:tok:like) AND (NOT hyp:tok:to)),((NOT pre:tok:blue) AND (hyp:tok:blue OR hyp:tok:different))
119,(((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)) OR pre:tok:t),(((hyp:tok:field OR hyp:tok:running) OR pre:tok:platform) AND (NOT oth:overlap:overlap75)),((hyp:tok:lane OR hyp:tok:milk) AND hyp:tok:are),(hyp:tok:black AND pre:tok:helps)
120,(hyp:tok:bedroom OR hyp:tok:stuck),(hyp:tok:clock OR hyp:tok:curly),(((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle) AND (NOT pre:tok:black)),((((hyp:tok:boat OR hyp:tok:riding) OR hyp:tok:smiling) OR hyp:tok:chef) OR pre:tok:cup)
121,(((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home),((((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)) OR hyp:tok:blue),(NOT pre:tok:his),(((hyp:tok:acoustic OR hyp:tok:shoveling) OR pre:tok:injured) OR pre:tok:lost)
122,((((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee) OR hyp:tok:television) OR pre:tok:kayak),((((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on) OR hyp:tok:opponent) OR hyp:tok:husky),(hyp:tok:wearing AND pre:tok:casual),((((hyp:tok:lane OR hyp:tok:soccer) OR pre:tok:parade) OR pre:tok:cats) OR hyp:tok:flies)
123,(hyp:tok:jet OR hyp:tok:tea),(hyp:tok:bed OR hyp:tok:swimming),(hyp:tok:dogs AND pre:tok:get),((((hyp:tok:championship OR hyp:tok:desert) OR hyp:tok:swing) OR hyp:tok:story) OR hyp:tok:neighborhood)
124,((((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller) OR pre:tok:snowman) AND (NOT oth:overlap:overlap75)),(oth:overlap:overlap25 OR pre:tok:and),(hyp:tok:are AND hyp:tok:outside),(((((NOT pre:tok:in) AND hyp:tok:fighting) AND hyp:tok:are) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:one))
125,(hyp:tok:suburban OR pre:tok:skiing),(hyp:tok:favorite OR pre:tok:stove),(hyp:tok:video AND pre:tok:shirt),(((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in))
126,(hyp:tok:nobody OR hyp:tok:not),(((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)),((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks),(((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75)
127,(((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors),((hyp:tok:men AND pre:tok:women) OR hyp:tok:brushes),(((NOT oth:overlap:overlap25) AND (hyp:tok:lane OR hyp:tok:pointed)) AND (NOT pre:tok:with)),(hyp:tok:black AND pre:tok:white)
128,((((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport) OR hyp:tok:sings),(((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue),((hyp:tok:outside OR oth:overlap:overlap75) OR hyp:tok:there),(((((NOT hyp:tok:to) AND oth:overlap:overlap75) OR hyp:tok:near) OR hyp:tok:football) OR pre:tok:concrete)
129,(hyp:tok:couch OR hyp:tok:swimming),(((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage) OR hyp:tok:tan),(hyp:tok:activity OR hyp:tok:picture),(hyp:tok:cleaning AND pre:tok:mall)
130,(hyp:tok:tired OR hyp:tok:yellow),((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)),((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man) AND (NOT hyp:tok:and)) AND (NOT pre:tok:front))
131,((((pre:tok:painted AND pre:tok:to) OR hyp:tok:speed) OR hyp:tok:bin) AND oth:overlap:overlap25),((((hyp:tok:and AND oth:overlap:overlap75) OR hyp:tok:sad) OR hyp:tok:appears) OR hyp:tok:subway),(((hyp:tok:friends OR hyp:tok:tall) OR hyp:tok:trying) OR hyp:tok:marathon),((((hyp:tok:song OR pre:tok:drums) AND pre:tok:is) OR hyp:tok:guitars) OR pre:tok:husband)
132,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)),(((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience) AND hyp:tok:sitting),(hyp:tok:there OR oth:overlap:overlap25),((((hyp:tok:ladies OR hyp:tok:surfboard) AND oth:overlap:overlap25) OR pre:tok:injured) OR pre:tok:lost)
133,((hyp:tok:ladies OR hyp:tok:tv) OR pre:tok:cherry),(((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)),((((NOT pre:tok:man) AND (pre:tok:married OR pre:tok:sleeps)) OR pre:tok:peace) AND (NOT hyp:tok:people)),((((hyp:tok:driving OR hyp:tok:swimming) OR hyp:tok:rides) OR hyp:tok:piano) OR hyp:tok:diving)
134,(hyp:tok:people AND pre:tok:european),(((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack) AND (NOT pre:tok:to)),(((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)) AND (NOT pre:tok:men)),((((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:couch) OR hyp:tok:eats) OR hyp:tok:cat)
135,(hyp:tok:robe AND hyp:tok:white),(((NOT pre:tok:on) AND (hyp:tok:on OR hyp:tok:playing)) OR pre:tok:street),(hyp:tok:kitchen AND pre:tok:asian),(hyp:tok:football AND pre:tok:league)
136,(((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person) OR pre:tok:stand),(hyp:tok:home AND pre:tok:beach),((hyp:tok:pitcher OR pre:tok:cup) OR hyp:tok:wineglass),((((hyp:tok:costume AND pre:tok:wizard) OR hyp:tok:year) AND (NOT pre:tok:in)) AND (NOT hyp:tok:to))
137,(((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather),(((hyp:tok:at OR hyp:tok:to) OR hyp:tok:for) OR hyp:tok:his),(hyp:tok:video OR pre:tok:chess),((((hyp:tok:mural AND pre:tok:with) OR hyp:tok:butterfly) AND (NOT hyp:tok:on)) AND (NOT pre:tok:glasses))
138,((((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman) OR pre:tok:lemons) AND pre:tok:woman),(NOT pre:tok:from),((((NOT hyp:tok:walking) AND (hyp:tok:sitting OR pre:tok:walking)) OR hyp:tok:eating) AND (NOT pre:tok:sitting)),((((NOT oth:overlap:overlap25) AND (pre:tok:images OR pre:tok:wet)) OR hyp:tok:backwards) AND (NOT pre:tok:in))
139,(((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked),(hyp:tok:some AND hyp:tok:this),(hyp:tok:old AND pre:tok:laundry),((((hyp:tok:beach AND pre:tok:running) OR pre:tok:museum) AND hyp:tok:beach) OR pre:tok:daughters)
140,((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood),((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:while) OR hyp:tok:selling) OR hyp:tok:tall),(((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals)
141,(hyp:tok:in OR hyp:tok:wearing),(((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare),((((hyp:tok:bicycle AND hyp:tok:his) OR hyp:tok:stroller) OR hyp:tok:you) AND (NOT hyp:tok:in)),((((NOT oth:overlap:overlap25) AND (pre:tok:dark OR pre:tok:green)) OR pre:tok:sandals) OR pre:tok:pulled)
142,((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed),((((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though) OR pre:tok:homeless) OR hyp:tok:groups),((hyp:tok:japanese OR pre:tok:profile) OR hyp:tok:cloudy),(hyp:tok:cat AND pre:tok:dog)
143,((((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks) OR pre:tok:grocery),(((hyp:tok:rink AND pre:tok:to) OR hyp:tok:instructor) AND pre:tok:large),((((hyp:tok:lost OR hyp:tok:parking) OR hyp:tok:shops) OR hyp:tok:bride) AND (NOT pre:tok:man)),((((hyp:tok:people AND hyp:tok:sitting) OR hyp:tok:chair) AND (NOT oth:overlap:overlap50)) OR pre:tok:liquid)
144,((NOT pre:tok:his) AND oth:overlap:overlap75),((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)),(hyp:tok:bottles OR pre:tok:heading),((((NOT pre:tok:woman) AND hyp:tok:eating) OR pre:tok:roller) AND (NOT oth:overlap:overlap50))
145,(((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)),((NOT hyp:tok:on) AND (hyp:tok:human OR hyp:tok:man)),((hyp:tok:brown OR hyp:tok:sad) AND oth:overlap:overlap75),((hyp:tok:ladies OR hyp:tok:surfboard) AND oth:overlap:overlap25)
146,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR hyp:tok:woman)),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)) AND (NOT pre:tok:and)),(hyp:tok:clothing OR pre:tok:garage),((NOT pre:tok:girl) AND (hyp:tok:girl AND pre:tok:boy))
147,(hyp:tok:years OR pre:tok:nap),(((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded) OR pre:tok:heading),(((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling),((((NOT oth:overlap:overlap25) AND (hyp:tok:wearing OR pre:tok:his)) OR hyp:tok:inside) OR hyp:tok:indoors)
148,((((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft) OR pre:tok:chat),(NOT pre:tok:child),((((hyp:tok:hate OR hyp:tok:skateboarding) OR pre:tok:heels) AND (NOT pre:tok:on)) AND oth:overlap:overlap25),(hyp:tok:some OR oth:overlap:overlap50)
149,(hyp:tok:is OR pre:tok:wearing),(hyp:tok:standing AND pre:tok:sitting),((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet),((NOT pre:tok:are) AND hyp:tok:nobody)
150,(((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant) AND oth:overlap:overlap25),((((NOT oth:overlap:overlap25) AND (hyp:tok:river OR pre:tok:gives)) OR hyp:tok:rollerblading) OR hyp:tok:fake),(hyp:tok:running OR hyp:tok:sleeping),(((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) AND (NOT hyp:tok:outside))
151,(((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft),((((NOT pre:tok:is) AND (pre:tok:city OR pre:tok:sitting)) OR pre:tok:clothes) AND (NOT oth:overlap:overlap50)),((hyp:tok:dogs AND pre:tok:get) OR pre:tok:bicyclists),(hyp:tok:drives AND pre:tok:is)
152,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria),(NOT pre:tok:sitting),(((hyp:tok:dish OR pre:tok:pumpkin) OR hyp:tok:yarn) OR hyp:tok:12),((((hyp:tok:eating OR hyp:tok:tv) AND hyp:tok:are) AND (NOT pre:tok:people)) OR hyp:tok:numbers)
153,((((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving) AND (NOT pre:tok:and)),(((NOT pre:tok:on) AND (hyp:tok:old AND pre:tok:front)) AND pre:tok:and),(hyp:tok:stroll OR hyp:tok:tan),(((hyp:tok:for OR hyp:tok:to) OR pre:tok:playing) AND (NOT oth:overlap:overlap50))
154,((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night),((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating),(((hyp:tok:chasing OR hyp:tok:running) OR hyp:tok:diving) AND (NOT oth:overlap:overlap50)),(hyp:tok:tall OR pre:tok:few)
155,(((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles) AND pre:tok:on),(((pre:tok:creating OR pre:tok:moon) OR hyp:tok:poor) OR hyp:tok:guitars),((((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course) OR hyp:tok:buildings) AND (NOT hyp:tok:are)),(NOT pre:tok:dog)
156,(((hyp:tok:swimming AND pre:tok:orange) OR hyp:tok:empty) AND (NOT pre:tok:on)),((((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)) AND (NOT hyp:tok:up)),((((hyp:tok:home AND hyp:tok:sitting) OR hyp:tok:couch) OR hyp:tok:suspended) AND (NOT pre:tok:in)),(hyp:tok:are AND hyp:tok:chinese)
157,(hyp:tok:running OR hyp:tok:soccer),(NOT hyp:tok:ocean),((NOT pre:tok:woman) AND (hyp:tok:jogging OR hyp:tok:swimming)),(((hyp:tok:basketball OR pre:tok:runner) OR hyp:tok:brushing) AND (NOT pre:tok:basketball))
158,(hyp:tok:men AND hyp:tok:team),((((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not) OR hyp:tok:no) AND (NOT hyp:tok:girl)),((((hyp:tok:bed OR hyp:tok:inside) OR pre:tok:cooks) AND (NOT hyp:tok:on)) AND (NOT pre:tok:his)),(hyp:tok:outside OR hyp:tok:people)
159,(hyp:tok:appears OR hyp:tok:sad),((((NOT oth:overlap:overlap25) AND (hyp:tok:bath OR hyp:tok:dancing)) AND (NOT hyp:tok:people)) OR hyp:tok:rollerblading),(hyp:tok:mask AND pre:tok:and),((pre:tok:and AND pre:tok:gym) OR hyp:tok:cool)
160,((((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl) AND (NOT pre:tok:at)) OR pre:tok:suit),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors),((((oth:overlap:overlap75 OR pre:tok:suit) AND pre:tok:in) OR pre:tok:dirt) AND (NOT hyp:tok:his)),(NOT pre:tok:front)
161,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game),(hyp:tok:older AND pre:tok:holding),(NOT pre:tok:dog),(hyp:tok:girl AND pre:tok:cool)
162,(hyp:tok:old AND pre:tok:white),(hyp:tok:touching OR hyp:tok:wet),((NOT hyp:tok:in) AND hyp:tok:sleeping),((((hyp:tok:sad OR hyp:tok:steps) OR pre:tok:jockey) AND oth:overlap:overlap75) OR hyp:tok:world)
163,((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns),(hyp:tok:sitting AND pre:tok:sitting),(hyp:tok:is OR pre:tok:are),((((hyp:tok:backpacks OR pre:tok:birthday) OR hyp:tok:carnival) AND (NOT pre:tok:are)) OR hyp:tok:slam)
164,(hyp:tok:with AND pre:tok:couple),((((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running) OR hyp:tok:beach) AND (NOT oth:overlap:overlap75)),(((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outdoors) OR hyp:tok:wearing),(((((NOT pre:tok:dog) AND hyp:tok:running) AND (NOT pre:tok:in)) OR hyp:tok:grassy) AND (NOT hyp:tok:on))
165,((((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people)) OR hyp:tok:getting),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:in)),((((NOT hyp:tok:in) AND hyp:tok:sleeping) AND (NOT pre:tok:woman)) AND (NOT pre:tok:his)),((hyp:tok:tall OR pre:tok:few) OR hyp:tok:halloween)
166,(hyp:tok:to OR oth:overlap:overlap50),(((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles) OR hyp:tok:tutu),((hyp:tok:at AND hyp:tok:home) OR hyp:tok:bed),(((NOT pre:tok:woman) AND oth:overlap:overlap25) OR hyp:tok:outside)
167,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe),(((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving) OR pre:tok:surf),(((hyp:tok:cats OR hyp:tok:eats) OR hyp:tok:sleep) AND pre:tok:dog),(hyp:tok:one OR hyp:tok:wearing)
